"SCENARIO","Scenario","PLASTIC_LEAKAGE_TO_OCEAN","Variable","TIME","Time","Value","Flag Codes","Flags"
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2033","2033",56.596512,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2034","2034",58.523776,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2035","2035",60.449893,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2036","2036",62.374436,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2037","2037",64.295227,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2038","2038",66.212017,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2039","2039",68.122748,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2040","2040",70.025998,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2041","2041",71.920639,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2042","2042",73.805588,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2043","2043",75.679384,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2044","2044",77.540696,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2045","2045",79.387305,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2046","2046",81.217826,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2047","2047",83.030276,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2048","2048",84.822278,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2049","2049",86.591552,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2050","2050",88.332529,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2051","2051",90.041895,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2052","2052",91.714631,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2053","2053",93.347568,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2054","2054",94.935128,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2055","2055",96.472709,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2056","2056",97.954408,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2057","2057",99.375554,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2058","2058",100.730111,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2059","2059",102.012558,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2060","2060",103.216983,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",109.438783,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2020","2020",113.868696,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2021","2021",118.277766,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2022","2022",122.559087,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2023","2023",126.633536,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2024","2024",130.560849,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2025","2025",134.343947,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2026","2026",137.984558,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2027","2027",141.47754,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2028","2028",144.824182,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2029","2029",148.028631,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2030","2030",151.10301,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2031","2031",154.121244,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2032","2032",157.051514,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2033","2033",159.893694,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2034","2034",162.656742,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2035","2035",165.344331,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2036","2036",167.958805,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2037","2037",170.49913,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2038","2038",172.970286,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2039","2039",175.371261,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2040","2040",177.689857,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2041","2041",179.930569,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2042","2042",182.092087,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2043","2043",184.173109,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2044","2044",186.170124,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2045","2045",188.075344,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2046","2046",189.884726,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2047","2047",191.590077,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2048","2048",193.181291,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2049","2049",194.647609,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2050","2050",195.938374,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2051","2051",197.045608,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2052","2052",197.955641,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2053","2053",198.652615,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2054","2054",199.116896,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2055","2055",199.327494,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2056","2056",199.256719,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2057","2057",198.947242,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2058","2058",198.403065,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2059","2059",197.616071,,
"OBOV-FULL","Global Ambition policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2060","2060",196.617355,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",6.096337,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2020","2020",6.145058,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2021","2021",6.172411,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2022","2022",6.084345,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2023","2023",5.908493,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2024","2024",5.786724,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2025","2025",5.662627,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2026","2026",5.535384,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2027","2027",5.399677,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2028","2028",5.260221,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2029","2029",5.123396,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2030","2030",4.995392,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2031","2031",4.942844,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2032","2032",4.856869,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2033","2033",4.769889,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2034","2034",4.690038,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2035","2035",4.613765,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2036","2036",4.538958,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2037","2037",4.461449,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2038","2038",4.387387,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2039","2039",4.312073,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2040","2040",4.221804,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2041","2041",4.135259,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2042","2042",4.046325,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2043","2043",3.955051,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2044","2044",3.857915,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2045","2045",3.752136,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2046","2046",3.63969,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2047","2047",3.517786,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2048","2048",3.38335,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2049","2049",3.235676,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2050","2050",3.031833,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2051","2051",2.816479,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2052","2052",2.583207,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2053","2053",2.329399,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2054","2054",2.052212,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2055","2055",1.747708,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2056","2056",1.411212,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2057","2057",1.111624,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2058","2058",0.81069,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2059","2059",0.495132,,
"OBOV-FULL","Global Ambition policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2060","2060",0.205821,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",1.66125,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2020","2020",1.715,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2021","2021",1.763383,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2022","2022",1.80323,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2023","2023",1.83383,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2024","2024",1.859253,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2025","2025",1.879494,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2026","2026",1.895192,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2027","2027",1.906309,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2028","2028",1.913863,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2029","2029",1.918888,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2030","2030",1.921106,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2031","2031",1.92465,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2032","2032",1.926553,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2033","2033",1.927269,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2034","2034",1.927097,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2035","2035",1.926259,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2036","2036",1.9244,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2037","2037",1.921101,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2038","2038",1.916539,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2039","2039",1.91084,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2040","2040",1.903246,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2041","2041",1.894686,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2042","2042",1.884896,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2043","2043",1.873758,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2044","2044",1.861132,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2045","2045",1.84674,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2046","2046",1.83058,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2047","2047",1.812417,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2048","2048",1.792047,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2049","2049",1.769318,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2050","2050",1.74105,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2051","2051",1.709089,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2052","2052",1.673083,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2053","2053",1.632688,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2054","2054",1.587635,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2055","2055",1.537515,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2056","2056",1.481706,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2057","2057",1.421121,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2058","2058",1.35485,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2059","2059",1.282145,,
"OBOV-FULL","Global Ambition policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2060","2060",1.20446,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",30.408611,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2020","2020",32.12526,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2021","2021",33.892861,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2022","2022",35.706143,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2023","2023",37.560752,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2024","2024",39.454211,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2025","2025",41.384444,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2026","2026",43.349298,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2027","2027",45.347226,,
