goal,target,indicator,country_code,country,year,source,beach_litter_in_ocean_percent
14,14.1,14.1.1,882,samoa,2018,center for ocean-atmospheric prediction studies (coaps),39.58
14,14.1,14.1.1,882,samoa,2019,center for ocean-atmospheric prediction studies (coaps),34.42
14,14.1,14.1.1,882,samoa,2020,center for ocean-atmospheric prediction studies (coaps),38.12
14,14.1,14.1.1,882,samoa,2021,center for ocean-atmospheric prediction studies (coaps),39.2
14,14.1,14.1.1,678,sao tome and principe,2017,center for ocean-atmospheric prediction studies (coaps),3.41
14,14.1,14.1.1,678,sao tome and principe,2018,center for ocean-atmospheric prediction studies (coaps),6.75
14,14.1,14.1.1,678,sao tome and principe,2019,center for ocean-atmospheric prediction studies (coaps),3.76
14,14.1,14.1.1,678,sao tome and principe,2020,center for ocean-atmospheric prediction studies (coaps),4.33
14,14.1,14.1.1,678,sao tome and principe,2021,center for ocean-atmospheric prediction studies (coaps),2.84
14,14.1,14.1.1,682,saudi arabia,2017,center for ocean-atmospheric prediction studies (coaps),7.04
14,14.1,14.1.1,682,saudi arabia,2018,center for ocean-atmospheric prediction studies (coaps),6.45
14,14.1,14.1.1,682,saudi arabia,2019,center for ocean-atmospheric prediction studies (coaps),5.86
14,14.1,14.1.1,682,saudi arabia,2020,center for ocean-atmospheric prediction studies (coaps),6.19
14,14.1,14.1.1,682,saudi arabia,2021,center for ocean-atmospheric prediction studies (coaps),4.37
14,14.1,14.1.1,686,senegal,2017,center for ocean-atmospheric prediction studies (coaps),30.37
14,14.1,14.1.1,686,senegal,2018,center for ocean-atmospheric prediction studies (coaps),25.89
14,14.1,14.1.1,686,senegal,2019,center for ocean-atmospheric prediction studies (coaps),23.93
14,14.1,14.1.1,686,senegal,2020,center for ocean-atmospheric prediction studies (coaps),24.14
14,14.1,14.1.1,686,senegal,2021,center for ocean-atmospheric prediction studies (coaps),18.12
14,14.1,14.1.1,690,seychelles,2017,center for ocean-atmospheric prediction studies (coaps),53.49
14,14.1,14.1.1,690,seychelles,2018,center for ocean-atmospheric prediction studies (coaps),51.11
14,14.1,14.1.1,690,seychelles,2019,center for ocean-atmospheric prediction studies (coaps),51.06
14,14.1,14.1.1,690,seychelles,2020,center for ocean-atmospheric prediction studies (coaps),56.25
14,14.1,14.1.1,690,seychelles,2021,center for ocean-atmospheric prediction studies (coaps),55.1
14,14.1,14.1.1,694,sierra leone,2017,center for ocean-atmospheric prediction studies (coaps),0.67
14,14.1,14.1.1,694,sierra leone,2018,center for ocean-atmospheric prediction studies (coaps),0.77
14,14.1,14.1.1,694,sierra leone,2019,center for ocean-atmospheric prediction studies (coaps),0.31
14,14.1,14.1.1,694,sierra leone,2020,center for ocean-atmospheric prediction studies (coaps),0.03
14,14.1,14.1.1,694,sierra leone,2021,center for ocean-atmospheric prediction studies (coaps),1.07
14,14.1,14.1.1,722,small island developing states (sids),2017,center for ocean-atmospheric prediction studies (coaps),22.43
14,14.1,14.1.1,722,small island developing states (sids),2018,center for ocean-atmospheric prediction studies (coaps),20.75
14,14.1,14.1.1,722,small island developing states (sids),2019,center for ocean-atmospheric prediction studies (coaps),19.76
14,14.1,14.1.1,722,small island developing states (sids),2020,center for ocean-atmospheric prediction studies (coaps),23.07
14,14.1,14.1.1,722,small island developing states (sids),2021,center for ocean-atmospheric prediction studies (coaps),23.24
14,14.1,14.1.1,722,small island developing states (sids),2022,center for ocean-atmospheric prediction studies (coaps),36.18
14,14.1,14.1.1,90,solomon islands,2017,center for ocean-atmospheric prediction studies (coaps),35.03
14,14.1,14.1.1,90,solomon islands,2018,center for ocean-atmospheric prediction studies (coaps),35.65
14,14.1,14.1.1,90,solomon islands,2019,center for ocean-atmospheric prediction studies (coaps),30.05
14,14.1,14.1.1,90,solomon islands,2020,center for ocean-atmospheric prediction studies (coaps),30.55
14,14.1,14.1.1,90,solomon islands,2021,center for ocean-atmospheric prediction studies (coaps),27.59
14,14.1,14.1.1,706,somalia,2017,center for ocean-atmospheric prediction studies (coaps),26.23
14,14.1,14.1.1,706,somalia,2018,center for ocean-atmospheric prediction studies (coaps),26.99
14,14.1,14.1.1,706,somalia,2019,center for ocean-atmospheric prediction studies (coaps),21.8
14,14.1,14.1.1,706,somalia,2020,center for ocean-atmospheric prediction studies (coaps),30.99
14,14.1,14.1.1,706,somalia,2021,center for ocean-atmospheric prediction studies (coaps),27.95
14,14.1,14.1.1,710,south africa,2017,center for ocean-atmospheric prediction studies (coaps),82.17
14,14.1,14.1.1,710,south africa,2018,center for ocean-atmospheric prediction studies (coaps),81.59
14,14.1,14.1.1,710,south africa,2019,center for ocean-atmospheric prediction studies (coaps),77.79
14,14.1,14.1.1,710,south africa,2020,center for ocean-atmospheric prediction studies (coaps),77.27
14,14.1,14.1.1,710,south africa,2021,center for ocean-atmospheric prediction studies (coaps),77.82
14,14.1,14.1.1,5,south america,2017,center for ocean-atmospheric prediction studies (coaps),38.04
14,14.1,14.1.1,5,south america,2018,center for ocean-atmospheric prediction studies (coaps),37.84
14,14.1,14.1.1,5,south america,2019,center for ocean-atmospheric prediction studies (coaps),36.56
14,14.1,14.1.1,5,south america,2020,center for ocean-atmospheric prediction studies (coaps),37.71
14,14.1,14.1.1,5,south america,2021,center for ocean-atmospheric prediction studies (coaps),37.92
14,14.1,14.1.1,5,south america,2022,center for ocean-atmospheric prediction studies (coaps),30.77
14,14.1,14.1.1,35,south-eastern asia,2017,center for ocean-atmospheric prediction studies (coaps),37.34
14,14.1,14.1.1,35,south-eastern asia,2018,center for ocean-atmospheric prediction studies (coaps),34.27
14,14.1,14.1.1,35,south-eastern asia,2019,center for ocean-atmospheric prediction studies (coaps),32.87
14,14.1,14.1.1,35,south-eastern asia,2020,center for ocean-atmospheric prediction studies (coaps),37.97
14,14.1,14.1.1,35,south-eastern asia,2021,center for ocean-atmospheric prediction studies (coaps),37.74
14,14.1,14.1.1,35,south-eastern asia,2022,center for ocean-atmospheric prediction studies (coaps),39.33
14,14.1,14.1.1,18,southern africa,2017,center for ocean-atmospheric prediction studies (coaps),60.74
14,14.1,14.1.1,18,southern africa,2018,center for ocean-atmospheric prediction studies (coaps),57.93
14,14.1,14.1.1,18,southern africa,2019,center for ocean-atmospheric prediction studies (coaps),56.21
14,14.1,14.1.1,18,southern africa,2020,center for ocean-atmospheric prediction studies (coaps),55.24
14,14.1,14.1.1,18,southern africa,2021,center for ocean-atmospheric prediction studies (coaps),54.08
14,14.1,14.1.1,18,southern africa,2022,center for ocean-atmospheric prediction studies (coaps),77.28
14,14.1,14.1.1,34,southern asia,2017,center for ocean-atmospheric prediction studies (coaps),29.83
14,14.1,14.1.1,34,southern asia,2018,center for ocean-atmospheric prediction studies (coaps),28.56
14,14.1,14.1.1,34,southern asia,2019,center for ocean-atmospheric prediction studies (coaps),28.56
14,14.1,14.1.1,34,southern asia,2020,center for ocean-atmospheric prediction studies (coaps),28.21
14,14.1,14.1.1,34,southern asia,2021,center for ocean-atmospheric prediction studies (coaps),27.01
14,14.1,14.1.1,34,southern asia,2022,center for ocean-atmospheric prediction studies (coaps),32.58
14,14.1,14.1.1,39,southern europe,2017,center for ocean-atmospheric prediction studies (coaps),37.4
14,14.1,14.1.1,39,southern europe,2018,center for ocean-atmospheric prediction studies (coaps),39.82
14,14.1,14.1.1,39,southern europe,2019,center for ocean-atmospheric prediction studies (coaps),37.11
14,14.1,14.1.1,39,southern europe,2020,center for ocean-atmospheric prediction studies (coaps),34.56
14,14.1,14.1.1,39,southern europe,2021,center for ocean-atmospheric prediction studies (coaps),34.37
14,14.1,14.1.1,39,southern europe,2022,center for ocean-atmospheric prediction studies (coaps),28.21
14,14.1,14.1.1,724,spain,2017,center for ocean-atmospheric prediction studies (coaps),39.52
14,14.1,14.1.1,724,spain,2018,center for ocean-atmospheric prediction studies (coaps),44.16
14,14.1,14.1.1,724,spain,2019,center for ocean-atmospheric prediction studies (coaps),38.0
14,14.1,14.1.1,724,spain,2020,center for ocean-atmospheric prediction studies (coaps),38.42
14,14.1,14.1.1,724,spain,2021,center for ocean-atmospheric prediction studies (coaps),35.03
14,14.1,14.1.1,144,sri lanka,2017,center for ocean-atmospheric prediction studies (coaps),45.6
14,14.1,14.1.1,144,sri lanka,2018,center for ocean-atmospheric prediction studies (coaps),46.02
14,14.1,14.1.1,144,sri lanka,2019,center for ocean-atmospheric prediction studies (coaps),44.58
14,14.1,14.1.1,144,sri lanka,2020,center for ocean-atmospheric prediction studies (coaps),47.19
14,14.1,14.1.1,144,sri lanka,2021,center for ocean-atmospheric prediction studies (coaps),43.0
14,14.1,14.1.1,275,state of palestine,2017,center for ocean-atmospheric prediction studies (coaps),13.44
14,14.1,14.1.1,275,state of palestine,2018,center for ocean-atmospheric prediction studies (coaps),26.95
14,14.1,14.1.1,275,state of palestine,2019,center for ocean-atmospheric prediction studies (coaps),26.19
14,14.1,14.1.1,275,state of palestine,2020,center for ocean-atmospheric prediction studies (coaps),21.52
14,14.1,14.1.1,275,state of palestine,2021,center for ocean-atmospheric prediction studies (coaps),19.55
14,14.1,14.1.1,202,sub-saharan africa,2017,center for ocean-atmospheric prediction studies (coaps),23.22
14,14.1,14.1.1,202,sub-saharan africa,2018,center for ocean-atmospheric prediction studies (coaps),23.22
14,14.1,14.1.1,202,sub-saharan africa,2019,center for ocean-atmospheric prediction studies (coaps),22.14
14,14.1,14.1.1,202,sub-saharan africa,2020,center for ocean-atmospheric prediction studies (coaps),22.93
14,14.1,14.1.1,202,sub-saharan africa,2021,center for ocean-atmospheric prediction studies (coaps),21.78
14,14.1,14.1.1,202,sub-saharan africa,2022,center for ocean-atmospheric prediction studies (coaps),18.51
14,14.1,14.1.1,729,sudan,2017,center for ocean-atmospheric prediction studies (coaps),6.84
14,14.1,14.1.1,729,sudan,2018,center for ocean-atmospheric prediction studies (coaps),6.52
14,14.1,14.1.1,729,sudan,2019,center for ocean-atmospheric prediction studies (coaps),4.46
14,14.1,14.1.1,729,sudan,2020,center for ocean-atmospheric prediction studies (coaps),7.54
14,14.1,14.1.1,729,sudan,2021,center for ocean-atmospheric prediction studies (coaps),4.79
14,14.1,14.1.1,740,suriname,2017,center for ocean-atmospheric prediction studies (coaps),19.27
14,14.1,14.1.1,740,suriname,2018,center for ocean-atmospheric prediction studies (coaps),13.91
14,14.1,14.1.1,740,suriname,2019,center for ocean-atmospheric prediction studies (coaps),17.39
14,14.1,14.1.1,740,suriname,2020,center for ocean-atmospheric prediction studies (coaps),29.72
14,14.1,14.1.1,740,suriname,2021,center for ocean-atmospheric prediction studies (coaps),25.14
14,14.1,14.1.1,752,sweden,2017,center for ocean-atmospheric prediction studies (coaps),12.34
14,14.1,14.1.1,752,sweden,2018,center for ocean-atmospheric prediction studies (coaps),25.79
14,14.1,14.1.1,752,sweden,2019,center for ocean-atmospheric prediction studies (coaps),22.0
14,14.1,14.1.1,752,sweden,2020,center for ocean-atmospheric prediction studies (coaps),13.29
14,14.1,14.1.1,752,sweden,2021,center for ocean-atmospheric prediction studies (coaps),21.07
14,14.1,14.1.1,760,syrian arab republic,2017,center for ocean-atmospheric prediction studies (coaps),20.6
14,14.1,14.1.1,760,syrian arab republic,2018,center for ocean-atmospheric prediction studies (coaps),29.58
14,14.1,14.1.1,760,syrian arab republic,2019,center for ocean-atmospheric prediction studies (coaps),26.51
14,14.1,14.1.1,760,syrian arab republic,2020,center for ocean-atmospheric prediction studies (coaps),24.3
14,14.1,14.1.1,760,syrian arab republic,2021,center for ocean-atmospheric prediction studies (coaps),22.69
14,14.1,14.1.1,764,thailand,2017,center for ocean-atmospheric prediction studies (coaps),26.53
14,14.1,14.1.1,764,thailand,2018,center for ocean-atmospheric prediction studies (coaps),20.48
14,14.1,14.1.1,764,thailand,2019,center for ocean-atmospheric prediction studies (coaps),20.34
14,14.1,14.1.1,764,thailand,2020,center for ocean-atmospheric prediction studies (coaps),20.89
14,14.1,14.1.1,764,thailand,2021,center for ocean-atmospheric prediction studies (coaps),21.89
14,14.1,14.1.1,626,timor-leste,2017,center for ocean-atmospheric prediction studies (coaps),50.36
14,14.1,14.1.1,626,timor-leste,2018,center for ocean-atmospheric prediction studies (coaps),46.75
14,14.1,14.1.1,626,timor-leste,2019,center for ocean-atmospheric prediction studies (coaps),44.83
14,14.1,14.1.1,626,timor-leste,2020,center for ocean-atmospheric prediction studies (coaps),47.56
14,14.1,14.1.1,626,timor-leste,2021,center for ocean-atmospheric prediction studies (coaps),48.74
14,14.1,14.1.1,768,togo,2017,center for ocean-atmospheric prediction studies (coaps),0.2
14,14.1,14.1.1,768,togo,2018,center for ocean-atmospheric prediction studies (coaps),1.2
14,14.1,14.1.1,768,togo,2019,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,768,togo,2020,center for ocean-atmospheric prediction studies (coaps),0.05
14,14.1,14.1.1,768,togo,2021,center for ocean-atmospheric prediction studies (coaps),0.65
14,14.1,14.1.1,776,tonga,2017,center for ocean-atmospheric prediction studies (coaps),42.89
14,14.1,14.1.1,776,tonga,2018,center for ocean-atmospheric prediction studies (coaps),43.68
14,14.1,14.1.1,776,tonga,2019,center for ocean-atmospheric prediction studies (coaps),43.32
14,14.1,14.1.1,776,tonga,2020,center for ocean-atmospheric prediction studies (coaps),43.85
14,14.1,14.1.1,776,tonga,2021,center for ocean-atmospheric prediction studies (coaps),49.02
14,14.1,14.1.1,780,trinidad and tobago,2017,center for ocean-atmospheric prediction studies (coaps),28.41
14,14.1,14.1.1,780,trinidad and tobago,2018,center for ocean-atmospheric prediction studies (coaps),30.31
14,14.1,14.1.1,780,trinidad and tobago,2019,center for ocean-atmospheric prediction studies (coaps),26.35
14,14.1,14.1.1,780,trinidad and tobago,2020,center for ocean-atmospheric prediction studies (coaps),32.13
14,14.1,14.1.1,780,trinidad and tobago,2021,center for ocean-atmospheric prediction studies (coaps),29.67
14,14.1,14.1.1,788,tunisia,2017,center for ocean-atmospheric prediction studies (coaps),25.92
14,14.1,14.1.1,788,tunisia,2018,center for ocean-atmospheric prediction studies (coaps),31.88
14,14.1,14.1.1,788,tunisia,2019,center for ocean-atmospheric prediction studies (coaps),32.83
14,14.1,14.1.1,788,tunisia,2020,center for ocean-atmospheric prediction studies (coaps),26.82
14,14.1,14.1.1,788,tunisia,2021,center for ocean-atmospheric prediction studies (coaps),30.98
14,14.1,14.1.1,792,türkiye,2017,center for ocean-atmospheric prediction studies (coaps),29.82
14,14.1,14.1.1,792,türkiye,2018,center for ocean-atmospheric prediction studies (coaps),24.62
14,14.1,14.1.1,792,türkiye,2019,center for ocean-atmospheric prediction studies (coaps),31.72
14,14.1,14.1.1,792,türkiye,2020,center for ocean-atmospheric prediction studies (coaps),24.21
14,14.1,14.1.1,792,türkiye,2021,center for ocean-atmospheric prediction studies (coaps),28.1
14,14.1,14.1.1,804,ukraine,2017,center for ocean-atmospheric prediction studies (coaps),41.36
14,14.1,14.1.1,804,ukraine,2018,center for ocean-atmospheric prediction studies (coaps),25.49
14,14.1,14.1.1,804,ukraine,2019,center for ocean-atmospheric prediction studies (coaps),33.24
14,14.1,14.1.1,804,ukraine,2020,center for ocean-atmospheric prediction studies (coaps),29.11
14,14.1,14.1.1,804,ukraine,2021,center for ocean-atmospheric prediction studies (coaps),34.63
14,14.1,14.1.1,784,united arab emirates,2017,center for ocean-atmospheric prediction studies (coaps),2.89
14,14.1,14.1.1,784,united arab emirates,2018,center for ocean-atmospheric prediction studies (coaps),1.48
14,14.1,14.1.1,784,united arab emirates,2019,center for ocean-atmospheric prediction studies (coaps),2.71
14,14.1,14.1.1,784,united arab emirates,2020,center for ocean-atmospheric prediction studies (coaps),2.35
14,14.1,14.1.1,784,united arab emirates,2021,center for ocean-atmospheric prediction studies (coaps),2.64
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2017,center for ocean-atmospheric prediction studies (coaps),14.56
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2018,center for ocean-atmospheric prediction studies (coaps),22.43
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2019,center for ocean-atmospheric prediction studies (coaps),26.49
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2020,center for ocean-atmospheric prediction studies (coaps),21.86
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2021,center for ocean-atmospheric prediction studies (coaps),27.19
14,14.1,14.1.1,834,united republic of tanzania,2017,center for ocean-atmospheric prediction studies (coaps),37.51
14,14.1,14.1.1,834,united republic of tanzania,2018,center for ocean-atmospheric prediction studies (coaps),40.14
14,14.1,14.1.1,834,united republic of tanzania,2019,center for ocean-atmospheric prediction studies (coaps),42.5
14,14.1,14.1.1,834,united republic of tanzania,2020,center for ocean-atmospheric prediction studies (coaps),45.86
14,14.1,14.1.1,834,united republic of tanzania,2021,center for ocean-atmospheric prediction studies (coaps),42.37
14,14.1,14.1.1,840,united states of america,2017,center for ocean-atmospheric prediction studies (coaps),68.77
14,14.1,14.1.1,840,united states of america,2018,center for ocean-atmospheric prediction studies (coaps),68.6
14,14.1,14.1.1,840,united states of america,2019,center for ocean-atmospheric prediction studies (coaps),68.82
14,14.1,14.1.1,840,united states of america,2020,center for ocean-atmospheric prediction studies (coaps),69.27
14,14.1,14.1.1,840,united states of america,2021,center for ocean-atmospheric prediction studies (coaps),68.88
14,14.1,14.1.1,858,uruguay,2017,center for ocean-atmospheric prediction studies (coaps),48.1
14,14.1,14.1.1,858,uruguay,2018,center for ocean-atmospheric prediction studies (coaps),44.82
14,14.1,14.1.1,858,uruguay,2019,center for ocean-atmospheric prediction studies (coaps),41.51
14,14.1,14.1.1,858,uruguay,2020,center for ocean-atmospheric prediction studies (coaps),33.3
14,14.1,14.1.1,858,uruguay,2021,center for ocean-atmospheric prediction studies (coaps),29.03
14,14.1,14.1.1,548,vanuatu,2017,center for ocean-atmospheric prediction studies (coaps),23.44
14,14.1,14.1.1,548,vanuatu,2018,center for ocean-atmospheric prediction studies (coaps),29.06
14,14.1,14.1.1,548,vanuatu,2019,center for ocean-atmospheric prediction studies (coaps),18.96
14,14.1,14.1.1,548,vanuatu,2020,center for ocean-atmospheric prediction studies (coaps),22.78
14,14.1,14.1.1,548,vanuatu,2021,center for ocean-atmospheric prediction studies (coaps),27.92
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2017,center for ocean-atmospheric prediction studies (coaps),12.94
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2018,center for ocean-atmospheric prediction studies (coaps),11.06
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2019,center for ocean-atmospheric prediction studies (coaps),11.55
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2020,center for ocean-atmospheric prediction studies (coaps),15.19
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2021,center for ocean-atmospheric prediction studies (coaps),12.62
14,14.1,14.1.1,704,viet nam,2017,center for ocean-atmospheric prediction studies (coaps),30.41
14,14.1,14.1.1,704,viet nam,2018,center for ocean-atmospheric prediction studies (coaps),29.11
14,14.1,14.1.1,704,viet nam,2019,center for ocean-atmospheric prediction studies (coaps),26.22
14,14.1,14.1.1,704,viet nam,2020,center for ocean-atmospheric prediction studies (coaps),26.9
14,14.1,14.1.1,704,viet nam,2021,center for ocean-atmospheric prediction studies (coaps),27.68
14,14.1,14.1.1,11,western africa,2022,center for ocean-atmospheric prediction studies (coaps),2.77
14,14.1,14.1.1,145,western asia,2017,center for ocean-atmospheric prediction studies (coaps),15.91
14,14.1,14.1.1,145,western asia,2018,center for ocean-atmospheric prediction studies (coaps),13.97
14,14.1,14.1.1,145,western asia,2019,center for ocean-atmospheric prediction studies (coaps),14.55
14,14.1,14.1.1,145,western asia,2020,center for ocean-atmospheric prediction studies (coaps),13.19
14,14.1,14.1.1,145,western asia,2021,center for ocean-atmospheric prediction studies (coaps),13.29
14,14.1,14.1.1,145,western asia,2022,center for ocean-atmospheric prediction studies (coaps),24.19
14,14.1,14.1.1,155,western europe,2017,center for ocean-atmospheric prediction studies (coaps),19.48
14,14.1,14.1.1,155,western europe,2018,center for ocean-atmospheric prediction studies (coaps),28.92
14,14.1,14.1.1,155,western europe,2019,center for ocean-atmospheric prediction studies (coaps),28.34
14,14.1,14.1.1,155,western europe,2020,center for ocean-atmospheric prediction studies (coaps),21.52
14,14.1,14.1.1,155,western europe,2021,center for ocean-atmospheric prediction studies (coaps),23.13
14,14.1,14.1.1,155,western europe,2022,center for ocean-atmospheric prediction studies (coaps),28.7
14,14.1,14.1.1,732,western sahara,2017,center for ocean-atmospheric prediction studies (coaps),72.23
14,14.1,14.1.1,732,western sahara,2018,center for ocean-atmospheric prediction studies (coaps),70.04
14,14.1,14.1.1,732,western sahara,2019,center for ocean-atmospheric prediction studies (coaps),69.06
14,14.1,14.1.1,732,western sahara,2020,center for ocean-atmospheric prediction studies (coaps),71.44
14,14.1,14.1.1,732,western sahara,2021,center for ocean-atmospheric prediction studies (coaps),71.62
14,14.1,14.1.1,1,world,2017,center for ocean-atmospheric prediction studies (coaps),34.53
14,14.1,14.1.1,1,world,2018,center for ocean-atmospheric prediction studies (coaps),34.41
14,14.1,14.1.1,1,world,2019,center for ocean-atmospheric prediction studies (coaps),33.49
14,14.1,14.1.1,1,world,2020,center for ocean-atmospheric prediction studies (coaps),33.54
14,14.1,14.1.1,1,world,2021,center for ocean-atmospheric prediction studies (coaps),34.49
14,14.1,14.1.1,1,world,2022,center for ocean-atmospheric prediction studies (coaps),30.04
14,14.1,14.1.1,887,yemen,2017,center for ocean-atmospheric prediction studies (coaps),17.84
14,14.1,14.1.1,887,yemen,2018,center for ocean-atmospheric prediction studies (coaps),11.01
14,14.1,14.1.1,887,yemen,2019,center for ocean-atmospheric prediction studies (coaps),10.54
14,14.1,14.1.1,887,yemen,2020,center for ocean-atmospheric prediction studies (coaps),11.98
14,14.1,14.1.1,887,yemen,2021,center for ocean-atmospheric prediction studies (coaps),11.74
