goal,target,indicator,country_code,country,year,source,beach_litter_in_ocean_value
14,14.1,14.1.1,218,ecuador,2020,center for ocean-atmospheric prediction studies (coaps),150.0
14,14.1,14.1.1,218,ecuador,2021,center for ocean-atmospheric prediction studies (coaps),49.0
14,14.1,14.1.1,818,egypt,2017,center for ocean-atmospheric prediction studies (coaps),17502.0
14,14.1,14.1.1,818,egypt,2018,center for ocean-atmospheric prediction studies (coaps),41101.0
14,14.1,14.1.1,818,egypt,2019,center for ocean-atmospheric prediction studies (coaps),51536.0
14,14.1,14.1.1,818,egypt,2020,center for ocean-atmospheric prediction studies (coaps),41062.0
14,14.1,14.1.1,818,egypt,2021,center for ocean-atmospheric prediction studies (coaps),41213.0
14,14.1,14.1.1,222,el salvador,2017,center for ocean-atmospheric prediction studies (coaps),9905.0
14,14.1,14.1.1,222,el salvador,2018,center for ocean-atmospheric prediction studies (coaps),10857.0
14,14.1,14.1.1,222,el salvador,2019,center for ocean-atmospheric prediction studies (coaps),11391.0
14,14.1,14.1.1,222,el salvador,2020,center for ocean-atmospheric prediction studies (coaps),10288.0
14,14.1,14.1.1,222,el salvador,2021,center for ocean-atmospheric prediction studies (coaps),10105.0
14,14.1,14.1.1,226,equatorial guinea,2017,center for ocean-atmospheric prediction studies (coaps),75.0
14,14.1,14.1.1,226,equatorial guinea,2018,center for ocean-atmospheric prediction studies (coaps),78.0
14,14.1,14.1.1,226,equatorial guinea,2019,center for ocean-atmospheric prediction studies (coaps),68.0
14,14.1,14.1.1,226,equatorial guinea,2020,center for ocean-atmospheric prediction studies (coaps),82.0
14,14.1,14.1.1,226,equatorial guinea,2021,center for ocean-atmospheric prediction studies (coaps),196.0
14,14.1,14.1.1,232,eritrea,2017,center for ocean-atmospheric prediction studies (coaps),612.0
14,14.1,14.1.1,232,eritrea,2018,center for ocean-atmospheric prediction studies (coaps),797.0
14,14.1,14.1.1,232,eritrea,2019,center for ocean-atmospheric prediction studies (coaps),242.0
14,14.1,14.1.1,232,eritrea,2020,center for ocean-atmospheric prediction studies (coaps),854.0
14,14.1,14.1.1,232,eritrea,2021,center for ocean-atmospheric prediction studies (coaps),305.0
14,14.1,14.1.1,233,estonia,2017,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,233,estonia,2018,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,233,estonia,2019,center for ocean-atmospheric prediction studies (coaps),20.0
14,14.1,14.1.1,233,estonia,2020,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,233,estonia,2021,center for ocean-atmospheric prediction studies (coaps),26.0
14,14.1,14.1.1,150,europe,2017,center for ocean-atmospheric prediction studies (coaps),59288.0
14,14.1,14.1.1,150,europe,2018,center for ocean-atmospheric prediction studies (coaps),59693.0
14,14.1,14.1.1,150,europe,2019,center for ocean-atmospheric prediction studies (coaps),66825.0
14,14.1,14.1.1,150,europe,2020,center for ocean-atmospheric prediction studies (coaps),59937.0
14,14.1,14.1.1,150,europe,2021,center for ocean-atmospheric prediction studies (coaps),67545.0
14,14.1,14.1.1,150,europe,2022,center for ocean-atmospheric prediction studies (coaps),66945.0
14,14.1,14.1.1,513,europe and northern america,2017,center for ocean-atmospheric prediction studies (coaps),93926.0
14,14.1,14.1.1,513,europe and northern america,2018,center for ocean-atmospheric prediction studies (coaps),95790.0
14,14.1,14.1.1,513,europe and northern america,2019,center for ocean-atmospheric prediction studies (coaps),104366.0
14,14.1,14.1.1,513,europe and northern america,2020,center for ocean-atmospheric prediction studies (coaps),98815.0
14,14.1,14.1.1,513,europe and northern america,2021,center for ocean-atmospheric prediction studies (coaps),107042.0
14,14.1,14.1.1,513,europe and northern america,2022,center for ocean-atmospheric prediction studies (coaps),108602.0
14,14.1,14.1.1,242,fiji,2017,center for ocean-atmospheric prediction studies (coaps),766.0
14,14.1,14.1.1,242,fiji,2018,center for ocean-atmospheric prediction studies (coaps),969.0
14,14.1,14.1.1,242,fiji,2019,center for ocean-atmospheric prediction studies (coaps),723.0
14,14.1,14.1.1,242,fiji,2020,center for ocean-atmospheric prediction studies (coaps),758.0
14,14.1,14.1.1,242,fiji,2021,center for ocean-atmospheric prediction studies (coaps),968.0
14,14.1,14.1.1,246,finland,2017,center for ocean-atmospheric prediction studies (coaps),23.0
14,14.1,14.1.1,246,finland,2018,center for ocean-atmospheric prediction studies (coaps),38.0
14,14.1,14.1.1,246,finland,2019,center for ocean-atmospheric prediction studies (coaps),40.0
14,14.1,14.1.1,246,finland,2020,center for ocean-atmospheric prediction studies (coaps),13.0
14,14.1,14.1.1,246,finland,2021,center for ocean-atmospheric prediction studies (coaps),85.0
14,14.1,14.1.1,250,france,2017,center for ocean-atmospheric prediction studies (coaps),405.0
14,14.1,14.1.1,250,france,2018,center for ocean-atmospheric prediction studies (coaps),507.0
14,14.1,14.1.1,250,france,2019,center for ocean-atmospheric prediction studies (coaps),564.0
14,14.1,14.1.1,250,france,2020,center for ocean-atmospheric prediction studies (coaps),459.0
14,14.1,14.1.1,250,france,2021,center for ocean-atmospheric prediction studies (coaps),498.0
14,14.1,14.1.1,254,french guiana,2017,center for ocean-atmospheric prediction studies (coaps),13.0
14,14.1,14.1.1,254,french guiana,2018,center for ocean-atmospheric prediction studies (coaps),13.0
14,14.1,14.1.1,254,french guiana,2019,center for ocean-atmospheric prediction studies (coaps),13.0
14,14.1,14.1.1,254,french guiana,2020,center for ocean-atmospheric prediction studies (coaps),22.0
14,14.1,14.1.1,254,french guiana,2021,center for ocean-atmospheric prediction studies (coaps),20.0
14,14.1,14.1.1,266,gabon,2017,center for ocean-atmospheric prediction studies (coaps),12.0
14,14.1,14.1.1,266,gabon,2018,center for ocean-atmospheric prediction studies (coaps),9.0
14,14.1,14.1.1,266,gabon,2019,center for ocean-atmospheric prediction studies (coaps),10.0
14,14.1,14.1.1,266,gabon,2020,center for ocean-atmospheric prediction studies (coaps),14.0
14,14.1,14.1.1,266,gabon,2021,center for ocean-atmospheric prediction studies (coaps),17.0
14,14.1,14.1.1,270,gambia,2017,center for ocean-atmospheric prediction studies (coaps),3857.0
14,14.1,14.1.1,270,gambia,2018,center for ocean-atmospheric prediction studies (coaps),3224.0
14,14.1,14.1.1,270,gambia,2019,center for ocean-atmospheric prediction studies (coaps),2985.0
14,14.1,14.1.1,270,gambia,2020,center for ocean-atmospheric prediction studies (coaps),2712.0
14,14.1,14.1.1,270,gambia,2021,center for ocean-atmospheric prediction studies (coaps),1982.0
14,14.1,14.1.1,268,georgia,2017,center for ocean-atmospheric prediction studies (coaps),487.0
14,14.1,14.1.1,268,georgia,2018,center for ocean-atmospheric prediction studies (coaps),415.0
14,14.1,14.1.1,268,georgia,2019,center for ocean-atmospheric prediction studies (coaps),445.0
14,14.1,14.1.1,268,georgia,2020,center for ocean-atmospheric prediction studies (coaps),429.0
14,14.1,14.1.1,268,georgia,2021,center for ocean-atmospheric prediction studies (coaps),474.0
14,14.1,14.1.1,276,germany,2017,center for ocean-atmospheric prediction studies (coaps),212.0
14,14.1,14.1.1,276,germany,2018,center for ocean-atmospheric prediction studies (coaps),543.0
14,14.1,14.1.1,276,germany,2019,center for ocean-atmospheric prediction studies (coaps),420.0
14,14.1,14.1.1,276,germany,2020,center for ocean-atmospheric prediction studies (coaps),312.0
14,14.1,14.1.1,276,germany,2021,center for ocean-atmospheric prediction studies (coaps),356.0
14,14.1,14.1.1,288,ghana,2017,center for ocean-atmospheric prediction studies (coaps),1607.0
14,14.1,14.1.1,288,ghana,2018,center for ocean-atmospheric prediction studies (coaps),2131.0
14,14.1,14.1.1,288,ghana,2019,center for ocean-atmospheric prediction studies (coaps),1112.0
14,14.1,14.1.1,288,ghana,2020,center for ocean-atmospheric prediction studies (coaps),2814.0
14,14.1,14.1.1,288,ghana,2021,center for ocean-atmospheric prediction studies (coaps),312.0
14,14.1,14.1.1,292,gibraltar,2017,center for ocean-atmospheric prediction studies (coaps),20.0
14,14.1,14.1.1,292,gibraltar,2018,center for ocean-atmospheric prediction studies (coaps),25.0
14,14.1,14.1.1,292,gibraltar,2019,center for ocean-atmospheric prediction studies (coaps),22.0
14,14.1,14.1.1,292,gibraltar,2020,center for ocean-atmospheric prediction studies (coaps),25.0
14,14.1,14.1.1,292,gibraltar,2021,center for ocean-atmospheric prediction studies (coaps),17.0
14,14.1,14.1.1,300,greece,2017,center for ocean-atmospheric prediction studies (coaps),6053.0
14,14.1,14.1.1,300,greece,2018,center for ocean-atmospheric prediction studies (coaps),7512.0
14,14.1,14.1.1,300,greece,2019,center for ocean-atmospheric prediction studies (coaps),9794.0
14,14.1,14.1.1,300,greece,2020,center for ocean-atmospheric prediction studies (coaps),7634.0
14,14.1,14.1.1,300,greece,2021,center for ocean-atmospheric prediction studies (coaps),8266.0
14,14.1,14.1.1,308,grenada,2017,center for ocean-atmospheric prediction studies (coaps),311.0
14,14.1,14.1.1,308,grenada,2018,center for ocean-atmospheric prediction studies (coaps),348.0
14,14.1,14.1.1,308,grenada,2019,center for ocean-atmospheric prediction studies (coaps),362.0
14,14.1,14.1.1,308,grenada,2020,center for ocean-atmospheric prediction studies (coaps),375.0
14,14.1,14.1.1,308,grenada,2021,center for ocean-atmospheric prediction studies (coaps),366.0
14,14.1,14.1.1,312,guadeloupe,2017,center for ocean-atmospheric prediction studies (coaps),18.0
14,14.1,14.1.1,312,guadeloupe,2018,center for ocean-atmospheric prediction studies (coaps),18.0
14,14.1,14.1.1,312,guadeloupe,2019,center for ocean-atmospheric prediction studies (coaps),18.0
14,14.1,14.1.1,312,guadeloupe,2020,center for ocean-atmospheric prediction studies (coaps),23.0
14,14.1,14.1.1,312,guadeloupe,2021,center for ocean-atmospheric prediction studies (coaps),26.0
14,14.1,14.1.1,320,guatemala,2017,center for ocean-atmospheric prediction studies (coaps),15741.0
14,14.1,14.1.1,320,guatemala,2018,center for ocean-atmospheric prediction studies (coaps),17934.0
14,14.1,14.1.1,320,guatemala,2019,center for ocean-atmospheric prediction studies (coaps),20933.0
14,14.1,14.1.1,320,guatemala,2020,center for ocean-atmospheric prediction studies (coaps),20233.0
14,14.1,14.1.1,320,guatemala,2021,center for ocean-atmospheric prediction studies (coaps),19962.0
14,14.1,14.1.1,324,guinea,2017,center for ocean-atmospheric prediction studies (coaps),77.0
14,14.1,14.1.1,324,guinea,2018,center for ocean-atmospheric prediction studies (coaps),57.0
14,14.1,14.1.1,324,guinea,2019,center for ocean-atmospheric prediction studies (coaps),173.0
14,14.1,14.1.1,324,guinea,2020,center for ocean-atmospheric prediction studies (coaps),39.0
14,14.1,14.1.1,324,guinea,2021,center for ocean-atmospheric prediction studies (coaps),32.0
14,14.1,14.1.1,624,guinea-bissau,2017,center for ocean-atmospheric prediction studies (coaps),1172.0
14,14.1,14.1.1,624,guinea-bissau,2018,center for ocean-atmospheric prediction studies (coaps),532.0
14,14.1,14.1.1,624,guinea-bissau,2019,center for ocean-atmospheric prediction studies (coaps),634.0
14,14.1,14.1.1,624,guinea-bissau,2020,center for ocean-atmospheric prediction studies (coaps),478.0
14,14.1,14.1.1,624,guinea-bissau,2021,center for ocean-atmospheric prediction studies (coaps),211.0
14,14.1,14.1.1,328,guyana,2017,center for ocean-atmospheric prediction studies (coaps),1723.0
14,14.1,14.1.1,328,guyana,2018,center for ocean-atmospheric prediction studies (coaps),1050.0
14,14.1,14.1.1,328,guyana,2019,center for ocean-atmospheric prediction studies (coaps),1826.0
14,14.1,14.1.1,328,guyana,2020,center for ocean-atmospheric prediction studies (coaps),3561.0
14,14.1,14.1.1,328,guyana,2021,center for ocean-atmospheric prediction studies (coaps),3050.0
14,14.1,14.1.1,332,haiti,2017,center for ocean-atmospheric prediction studies (coaps),52423.0
14,14.1,14.1.1,332,haiti,2018,center for ocean-atmospheric prediction studies (coaps),55041.0
14,14.1,14.1.1,332,haiti,2019,center for ocean-atmospheric prediction studies (coaps),52496.0
14,14.1,14.1.1,332,haiti,2020,center for ocean-atmospheric prediction studies (coaps),58590.0
14,14.1,14.1.1,332,haiti,2021,center for ocean-atmospheric prediction studies (coaps),58845.0
14,14.1,14.1.1,340,honduras,2017,center for ocean-atmospheric prediction studies (coaps),886.0
14,14.1,14.1.1,340,honduras,2018,center for ocean-atmospheric prediction studies (coaps),1635.0
14,14.1,14.1.1,340,honduras,2019,center for ocean-atmospheric prediction studies (coaps),1411.0
14,14.1,14.1.1,340,honduras,2020,center for ocean-atmospheric prediction studies (coaps),597.0
14,14.1,14.1.1,340,honduras,2021,center for ocean-atmospheric prediction studies (coaps),1411.0
14,14.1,14.1.1,352,iceland,2017,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,352,iceland,2018,center for ocean-atmospheric prediction studies (coaps),24.0
14,14.1,14.1.1,352,iceland,2019,center for ocean-atmospheric prediction studies (coaps),24.0
14,14.1,14.1.1,352,iceland,2020,center for ocean-atmospheric prediction studies (coaps),21.0
14,14.1,14.1.1,352,iceland,2021,center for ocean-atmospheric prediction studies (coaps),24.0
14,14.1,14.1.1,356,india,2017,center for ocean-atmospheric prediction studies (coaps),543137.0
14,14.1,14.1.1,356,india,2018,center for ocean-atmospheric prediction studies (coaps),540554.0
14,14.1,14.1.1,356,india,2019,center for ocean-atmospheric prediction studies (coaps),555142.0
14,14.1,14.1.1,356,india,2020,center for ocean-atmospheric prediction studies (coaps),573567.0
14,14.1,14.1.1,356,india,2021,center for ocean-atmospheric prediction studies (coaps),543740.0
14,14.1,14.1.1,360,indonesia,2017,center for ocean-atmospheric prediction studies (coaps),342552.0
14,14.1,14.1.1,360,indonesia,2018,center for ocean-atmospheric prediction studies (coaps),334591.0
14,14.1,14.1.1,360,indonesia,2019,center for ocean-atmospheric prediction studies (coaps),327188.0
14,14.1,14.1.1,360,indonesia,2020,center for ocean-atmospheric prediction studies (coaps),437643.0
14,14.1,14.1.1,360,indonesia,2021,center for ocean-atmospheric prediction studies (coaps),438617.0
14,14.1,14.1.1,364,iran (islamic republic of),2017,center for ocean-atmospheric prediction studies (coaps),1224.0
14,14.1,14.1.1,364,iran (islamic republic of),2018,center for ocean-atmospheric prediction studies (coaps),1228.0
14,14.1,14.1.1,364,iran (islamic republic of),2019,center for ocean-atmospheric prediction studies (coaps),1174.0
14,14.1,14.1.1,364,iran (islamic republic of),2020,center for ocean-atmospheric prediction studies (coaps),1086.0
14,14.1,14.1.1,364,iran (islamic republic of),2021,center for ocean-atmospheric prediction studies (coaps),1267.0
14,14.1,14.1.1,372,ireland,2017,center for ocean-atmospheric prediction studies (coaps),50.0
14,14.1,14.1.1,372,ireland,2018,center for ocean-atmospheric prediction studies (coaps),70.0
14,14.1,14.1.1,372,ireland,2019,center for ocean-atmospheric prediction studies (coaps),135.0
14,14.1,14.1.1,372,ireland,2020,center for ocean-atmospheric prediction studies (coaps),105.0
14,14.1,14.1.1,372,ireland,2021,center for ocean-atmospheric prediction studies (coaps),170.0
14,14.1,14.1.1,376,israel,2017,center for ocean-atmospheric prediction studies (coaps),546.0
14,14.1,14.1.1,376,israel,2018,center for ocean-atmospheric prediction studies (coaps),836.0
14,14.1,14.1.1,376,israel,2019,center for ocean-atmospheric prediction studies (coaps),843.0
14,14.1,14.1.1,376,israel,2020,center for ocean-atmospheric prediction studies (coaps),742.0
14,14.1,14.1.1,376,israel,2021,center for ocean-atmospheric prediction studies (coaps),777.0
14,14.1,14.1.1,380,italy,2017,center for ocean-atmospheric prediction studies (coaps),2973.0
14,14.1,14.1.1,380,italy,2018,center for ocean-atmospheric prediction studies (coaps),3495.0
14,14.1,14.1.1,380,italy,2019,center for ocean-atmospheric prediction studies (coaps),3520.0
14,14.1,14.1.1,380,italy,2020,center for ocean-atmospheric prediction studies (coaps),2907.0
14,14.1,14.1.1,380,italy,2021,center for ocean-atmospheric prediction studies (coaps),3175.0
14,14.1,14.1.1,388,jamaica,2017,center for ocean-atmospheric prediction studies (coaps),14558.0
14,14.1,14.1.1,388,jamaica,2018,center for ocean-atmospheric prediction studies (coaps),15683.0
14,14.1,14.1.1,388,jamaica,2019,center for ocean-atmospheric prediction studies (coaps),15821.0
14,14.1,14.1.1,388,jamaica,2020,center for ocean-atmospheric prediction studies (coaps),16511.0
14,14.1,14.1.1,388,jamaica,2021,center for ocean-atmospheric prediction studies (coaps),16747.0
14,14.1,14.1.1,392,japan,2017,center for ocean-atmospheric prediction studies (coaps),13342.0
14,14.1,14.1.1,392,japan,2018,center for ocean-atmospheric prediction studies (coaps),14157.0
14,14.1,14.1.1,392,japan,2019,center for ocean-atmospheric prediction studies (coaps),14697.0
14,14.1,14.1.1,392,japan,2020,center for ocean-atmospheric prediction studies (coaps),15330.0
14,14.1,14.1.1,392,japan,2021,center for ocean-atmospheric prediction studies (coaps),15894.0
14,14.1,14.1.1,404,kenya,2017,center for ocean-atmospheric prediction studies (coaps),6727.0
14,14.1,14.1.1,404,kenya,2018,center for ocean-atmospheric prediction studies (coaps),6968.0
14,14.1,14.1.1,404,kenya,2019,center for ocean-atmospheric prediction studies (coaps),7223.0
14,14.1,14.1.1,404,kenya,2020,center for ocean-atmospheric prediction studies (coaps),8185.0
14,14.1,14.1.1,404,kenya,2021,center for ocean-atmospheric prediction studies (coaps),7888.0
14,14.1,14.1.1,296,kiribati,2017,center for ocean-atmospheric prediction studies (coaps),18.0
14,14.1,14.1.1,296,kiribati,2018,center for ocean-atmospheric prediction studies (coaps),20.0
14,14.1,14.1.1,296,kiribati,2019,center for ocean-atmospheric prediction studies (coaps),21.0
14,14.1,14.1.1,296,kiribati,2020,center for ocean-atmospheric prediction studies (coaps),22.0
14,14.1,14.1.1,296,kiribati,2021,center for ocean-atmospheric prediction studies (coaps),21.0
14,14.1,14.1.1,414,kuwait,2017,center for ocean-atmospheric prediction studies (coaps),1293.0
14,14.1,14.1.1,414,kuwait,2018,center for ocean-atmospheric prediction studies (coaps),1107.0
14,14.1,14.1.1,414,kuwait,2019,center for ocean-atmospheric prediction studies (coaps),1346.0
14,14.1,14.1.1,414,kuwait,2020,center for ocean-atmospheric prediction studies (coaps),1402.0
14,14.1,14.1.1,414,kuwait,2021,center for ocean-atmospheric prediction studies (coaps),1669.0
14,14.1,14.1.1,419,latin america and the caribbean,2017,center for ocean-atmospheric prediction studies (coaps),624209.0
14,14.1,14.1.1,419,latin america and the caribbean,2018,center for ocean-atmospheric prediction studies (coaps),652075.0
14,14.1,14.1.1,419,latin america and the caribbean,2019,center for ocean-atmospheric prediction studies (coaps),649812.0
14,14.1,14.1.1,419,latin america and the caribbean,2020,center for ocean-atmospheric prediction studies (coaps),699063.0
14,14.1,14.1.1,419,latin america and the caribbean,2021,center for ocean-atmospheric prediction studies (coaps),711359.0
14,14.1,14.1.1,419,latin america and the caribbean,2022,center for ocean-atmospheric prediction studies (coaps),751656.0
14,14.1,14.1.1,428,latvia,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,428,latvia,2018,center for ocean-atmospheric prediction studies (coaps),23.0
14,14.1,14.1.1,428,latvia,2019,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,428,latvia,2020,center for ocean-atmospheric prediction studies (coaps),6.0
14,14.1,14.1.1,428,latvia,2021,center for ocean-atmospheric prediction studies (coaps),25.0
14,14.1,14.1.1,199,least developed countries (ldcs),2017,center for ocean-atmospheric prediction studies (coaps),459276.0
14,14.1,14.1.1,199,least developed countries (ldcs),2018,center for ocean-atmospheric prediction studies (coaps),482636.0
14,14.1,14.1.1,199,least developed countries (ldcs),2019,center for ocean-atmospheric prediction studies (coaps),483963.0
14,14.1,14.1.1,199,least developed countries (ldcs),2020,center for ocean-atmospheric prediction studies (coaps),509601.0
14,14.1,14.1.1,199,least developed countries (ldcs),2021,center for ocean-atmospheric prediction studies (coaps),479169.0
14,14.1,14.1.1,199,least developed countries (ldcs),2022,center for ocean-atmospheric prediction studies (coaps),482999.0
14,14.1,14.1.1,422,lebanon,2017,center for ocean-atmospheric prediction studies (coaps),5635.0
14,14.1,14.1.1,422,lebanon,2018,center for ocean-atmospheric prediction studies (coaps),7542.0
14,14.1,14.1.1,422,lebanon,2019,center for ocean-atmospheric prediction studies (coaps),8142.0
14,14.1,14.1.1,422,lebanon,2020,center for ocean-atmospheric prediction studies (coaps),6918.0
14,14.1,14.1.1,422,lebanon,2021,center for ocean-atmospheric prediction studies (coaps),7013.0
14,14.1,14.1.1,430,liberia,2017,center for ocean-atmospheric prediction studies (coaps),41.0
14,14.1,14.1.1,430,liberia,2018,center for ocean-atmospheric prediction studies (coaps),168.0
14,14.1,14.1.1,430,liberia,2019,center for ocean-atmospheric prediction studies (coaps),131.0
14,14.1,14.1.1,430,liberia,2020,center for ocean-atmospheric prediction studies (coaps),23.0
14,14.1,14.1.1,430,liberia,2021,center for ocean-atmospheric prediction studies (coaps),58.0
14,14.1,14.1.1,434,libya,2017,center for ocean-atmospheric prediction studies (coaps),19733.0
14,14.1,14.1.1,434,libya,2018,center for ocean-atmospheric prediction studies (coaps),25684.0
14,14.1,14.1.1,434,libya,2019,center for ocean-atmospheric prediction studies (coaps),28309.0
14,14.1,14.1.1,434,libya,2020,center for ocean-atmospheric prediction studies (coaps),22757.0
14,14.1,14.1.1,434,libya,2021,center for ocean-atmospheric prediction studies (coaps),26865.0
14,14.1,14.1.1,440,lithuania,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,440,lithuania,2018,center for ocean-atmospheric prediction studies (coaps),14.0
14,14.1,14.1.1,440,lithuania,2019,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,440,lithuania,2020,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,440,lithuania,2021,center for ocean-atmospheric prediction studies (coaps),11.0
14,14.1,14.1.1,450,madagascar,2017,center for ocean-atmospheric prediction studies (coaps),1565.0
14,14.1,14.1.1,450,madagascar,2018,center for ocean-atmospheric prediction studies (coaps),1611.0
14,14.1,14.1.1,450,madagascar,2019,center for ocean-atmospheric prediction studies (coaps),1721.0
14,14.1,14.1.1,450,madagascar,2020,center for ocean-atmospheric prediction studies (coaps),1714.0
14,14.1,14.1.1,450,madagascar,2021,center for ocean-atmospheric prediction studies (coaps),1760.0
14,14.1,14.1.1,458,malaysia,2017,center for ocean-atmospheric prediction studies (coaps),209217.0
14,14.1,14.1.1,458,malaysia,2018,center for ocean-atmospheric prediction studies (coaps),205600.0
14,14.1,14.1.1,458,malaysia,2019,center for ocean-atmospheric prediction studies (coaps),213562.0
14,14.1,14.1.1,458,malaysia,2020,center for ocean-atmospheric prediction studies (coaps),232841.0
